id,place_id,bank_name,branch_name,location,language,sentiment,topic,review_text,rating,review_date
15796,ChIJS11WkPandw0RgAIfbiw1eOE,بنك افريقيا,بنك افريقيا Branch,"53GG+CMR, Nador, Morocco",en,Positive,"bank, good, agency",good team,5.0,2017-02-24 12:00:58
7712,ChIJYxZqKWyboA0RbTBiwCtvDd4,Bank of Africa,Bank of Africa Branch,"735F+X33, Sidi Slimane 14200, Morocco",en,Positive,"service, agency, bad",sidi slimane agency catastrophic service long queue one window open withdrawaldeposit operations carrying operation takes endless amount time hour accommodate 4 people please consider changing connection cause problem update information systems absolutely transfer account another agency even another bank greater respect consideration customers time,1.0,2022-08-29 09:57:52
12778,ChIJP1RhchiGqA0RAogJl004OfY,Banque Populaire,Banque Populaire Branch,"F3F2+C3J, R320, Sidi Rahal, Morocco",en,Positive,"bank, good, agency",main road small bim supermarket next pastry shop bakery good cafe hairdresser convenient parking break,3.0,2017-02-09 07:06:26
12779,ChIJP1RhchiGqA0RAogJl004OfY,Banque Populaire,Banque Populaire Branch,"F3F2+C3J, R320, Sidi Rahal, Morocco",en,Negative,"service, agency, bad",traffic lack employees total disorder waste time recommend making transactions agency,1.0,2024-01-05 13:42:04
10454,ChIJEZTF69ZECw0R4m8A1_qbJws,Banque Populaire,Banque Populaire Branch,"Unnamed Road, JP9H+83V, Martil, Morocco",tl,Neutral,"nan, ’, phone",nan,4.0,2018-06-29 11:03:53
14377,ChIJmYNz4cQypg0RRVviGIEoKL8,Banque Populaire Cité Djemaa,Banque Populaire Cité Djemaa Branch,"364, avenue Docteur Moulasim Bouafi Quartier: Ben M'Sik, Casablanca 20023, Morocco",en,Neutral,"service, agency, bad",created account 20 days ago trying contact phone week vain urgent request icing cake hang without saying word bravooooo,1.0,2016-05-09 09:49:36
14378,ChIJmYNz4cQypg0RRVviGIEoKL8,Banque Populaire Cité Djemaa,Banque Populaire Cité Djemaa Branch,"364, avenue Docteur Moulasim Bouafi Quartier: Ben M'Sik, Casablanca 20023, Morocco",en,Positive,"bank, good, agency",good morning 01132022 went agency close account agent told system blocked 01312020 tried close account agent replied manager left management closing accounts takes place 5th 26th,1.0,2022-02-04 09:48:15
5290,ChIJ17hHq0OHCw0RnEuF_28kER0,Banque Populaire Branes,Banque Populaire Branes Branch,"Q568+3WW, Av. Ben Abi Zaraa, Tanger 90060, Morocco",en,Neutral,"nan, ’, phone",emergency number 🚨🚨🚨👎🏻,1.0,2024-05-10 23:22:55
5627,ChIJk2zbkLFCeA0RUcoeAAbB_oc,البنك الشعبي,البنك الشعبي Branch,"V254+JCW, N2, Beni Drar, Morocco",en,Negative,"service, agency, bad",absolute shame lady working back office second row simply unacceptable willingness help listening — goal seems get rid customer quickly possible didnt even bother check incoming mail claiming cold contempt correspondence isnt insisted firmly — due lack time supporting evidence — miraculously mail suddenly found behavior represents height incompetence rudeness complete disregard customers passing lack deeply rooted attitude preserving personal comfort expense service working little possible approach customer simply annoying team aim customer satisfaction peace mind bank changed first opportunity,1.0,2025-04-23 17:21:28
10839,ChIJ5-CPYha1nw0R6PvwvpI4gcI,Banque Populaire,Banque Populaire Branch,"2HWH+4PC, Tahala, Morocco",en,Positive,"bank, good, agency",never answer phone dont yet know thanks money civil servants french bank soon enter smile difference,1.0,2017-06-16 10:42:04
8896,ChIJu0yZZo4xdA0Rg9Jh30ykEbg,the popular Bank. Agency Tariq Ibn Ziad,the popular Bank. Agency Tariq Ibn Ziad Branch,"Bd Tarik Ibn Ziyad, Al Hoceïma, Morocco",tl,Neutral,"nan, ’, phone",nan,5.0,2017-02-09 17:59:15
8899,ChIJ73WsNgNndg0RiyRXv4VO0fY,البنک الشعبي,البنک الشعبي Branch,"2GVV+V9H, Ben Taieb, Morocco",en,Positive,"service, agency, bad",one best places,5.0,2017-09-26 20:13:28
10909,ChIJIUMlW8OTnQ0R0ASfaeKisTo,Banque Populaire,Banque Populaire Branch,"6MF2+F43, Guercif 35100, Morocco",en,Positive,"service, agency, bad",zero service still internet connection supposedly anyway avoid thanks,1.0,2024-01-02 10:26:25
13521,ChIJfZ1St-HHsw0R6RsHeCAKPkA,Banque Populaire,Banque Populaire Branch,"9F6F+XJW, Av. Hassan II, Dcheira El Jihadia 80000, Morocco",en,Negative,"service, agency, bad",poor service unwelcoming unprofessional staff standard never answered 😠,1.0,2022-08-24 10:56:15
5633,ChIJkQ1hZLU2eA0RoPRy9ycxpA0,القرض الفلاحي,القرض الفلاحي Branch,"3QMH+X5Q, Saidia, Morocco",it,Neutral,"bank, good, agency",credit agricole bank saidia,5.0,2017-08-03 02:54:05
4945,ChIJq_D2g763sw0RI1cKPt2ZJzY,البنك الشعبي,البنك الشعبي Branch,"9CPG+JX7, Agadir 80000, Morocco",en,Positive,"service, agency, bad",best stylists physical,5.0,2024-09-27 02:25:44
4947,ChIJq_D2g763sw0RI1cKPt2ZJzY,البنك الشعبي,البنك الشعبي Branch,"9CPG+JX7, Agadir 80000, Morocco",tl,Neutral,"nan, ’, phone",nan,3.0,2022-10-31 17:14:30
4951,ChIJjYno-EfIsw0RwX-E0QY2pXk,Banque Populaire,Banque Populaire Branch,"Résidence Al Khawarizmi 2, Agadir 80000, Morocco",en,Negative,"service, agency, bad",disastrous service problems agency absolutely avoid,1.0,2023-05-23 08:26:12
16467,ChIJfS6AzVDTpw0RNZGqkRxHuQA,CIH BANK,CIH BANK Branch,"108 Av. 2 Mars, Casablanca 20360, Morocco",af,Negative,"service, agency, bad",system always worst bank ever,1.0,2022-02-02 09:25:27
16468,ChIJfS6AzVDTpw0RNZGqkRxHuQA,CIH BANK,CIH BANK Branch,"108 Av. 2 Mars, Casablanca 20360, Morocco",en,Negative,"service, agency, bad",bad service,1.0,2022-09-23 10:43:20
16469,ChIJfS6AzVDTpw0RNZGqkRxHuQA,CIH BANK,CIH BANK Branch,"108 Av. 2 Mars, Casablanca 20360, Morocco",en,Positive,"service, agency, bad",monday march 25 2024 arrived agency 220 pm security guard informed agency closes 215 pm accepted delay allowed let another person questioned discriminatory behavior told cashier ordered let act like unacceptable question agency cashiers name controls comes doesnt sets agencys time extends time whomever wants unacceptable behavior 😡😡,1.0,2024-03-26 00:52:33
886,ChIJIy2pdNfSpw0RcWMhmuTRv-A,Banque populaire beauséjour,Banque populaire beauséjour Branch,"245 Bd Yacoub El Mansour, Casablanca 20230, Morocco",en,Negative,"bank, good, agency",bad service closed account lady beginning created account women without asking opinion behaved badly year already,1.0,2023-04-07 13:15:28
1040,ChIJE8MMejIDpA0RsUi5K3pZiuo,Banque Populaire,Banque Populaire Branch,"RCXF+RXW, Oued Zem, Morocco",tr,Neutral,"nan, ’, phone",yes,5.0,2019-06-06 18:43:30
14387,ChIJ9VovilW2pw0RXFIXbw_uQbQ,Banque Populaire,Banque Populaire Branch,"Rachidi et, Angle Bd Rue de l'Oued Zem، Mohammedia, Morocco",en,Negative,"service, agency, bad",1 window open extremely slow service hello goodbye worst part cashier chews gum,1.0,2025-04-08 08:52:54
14390,ChIJJ-1j76vLpw0RDrYAw9piUjU,Banque Populaire Agence Allait Ibn Assad,Banque Populaire Agence Allait Ibn Assad Branch,"JG97+PH6, Bd Allait Ibn Asaad, Casablanca 20250, Morocco",en,Negative,"service, agency, bad",bad service especially girl customer service station want stop account agency girl without headscarf,1.0,2023-07-03 18:00:15
6809,ChIJjYno-EfIsw0RwX-E0QY2pXk,Banque Populaire,Banque Populaire Branch,"Résidence Al Khawarizmi 2, Agadir 80000, Morocco",en,Negative,"service, agency, bad",deplorable experience endless wait change simple telephone number linked banking application 2025 time everything digitalized still require handwritten request presence person 1993 bank far modern human standards absolutely recommend services nothing offer honestly much preferred days dad bmci shame bank operate like,1.0,2025-01-06 14:48:34
10529,ChIJDXMHGgCHCw0RCkm-XXnBpUY,Banque Populaire,Banque Populaire Branch,"P4PC+HM9, Tangier, Morocco",en,Neutral,"nan, ’, phone",dont answer phone shitty service,1.0,2025-04-02 10:43:47
5894,ChIJ_6FDy7NJpw0RH9v38r1hUxE,Banque Populaire,Banque Populaire Branch,"2F69+5CX, Sidi Allal el Bahraoui, Morocco",tl,Neutral,"nan, ’, phone",nan,4.0,2018-09-08 10:40:28
14391,ChIJJ-1j76vLpw0RDrYAw9piUjU,Banque Populaire Agence Allait Ibn Assad,Banque Populaire Agence Allait Ibn Assad Branch,"JG97+PH6, Bd Allait Ibn Asaad, Casablanca 20250, Morocco",en,Negative,"service, agency, bad",bad treatment one workers especially girl wear hijab asking small favor response bad raising voice respect receive help,1.0,2023-07-03 18:18:35
11363,ChIJBYEpGG4qog0Rgd0Ew-Xw7tY,Banque populaire,Banque populaire Branch,"W8QG+9MG, Khenifra, Morocco",en,Neutral,"service, agency, bad",tried contact agency 20 times longer responded,1.0,2023-09-25 10:51:10
14510,ChIJ2Q1uRTIzpg0RHoanihDEnJg,Banque Populaire,Banque Populaire Branch,"F9VX+G4G, Bouskoura, Morocco",en,Negative,"service, agency, bad",crazy slow service employees serious 4 people wait 40min dont take job seriously would open account elsewhere awb lean top service fast,1.0,2024-02-20 09:01:41
11364,ChIJBYEpGG4qog0Rgd0Ew-Xw7tY,Banque populaire,Banque populaire Branch,"W8QG+9MG, Khenifra, Morocco",en,Positive,"bank, good, agency",competent staff good service thank good luck 👍,5.0,2022-09-30 10:34:25
3812,ChIJgwE5RP0jeA0RTdf1jVP0nMY,Umnia Bank Berkane,Umnia Bank Berkane Branch,"Angle Bd Med V, rue Azrou et, N°2, Avenue Bekkay Lahbil, Berkane, Morocco",tl,Neutral,"nan, ’, phone",nan,5.0,2021-05-05 23:17:29
5348,ChIJb0q30MahDA0RJFUjfvxRDLQ,Banque Populaire,Banque Populaire Branch,"VJ2W+57W, Av. Mohammed V, Fnideq, Morocco",tl,Neutral,"nan, ’, phone",nan,5.0,2023-04-29 08:16:25
10539,ChIJ8ddBA8RCdg0R3i70QL3OAZo,CREDIT AGRICOLE,CREDIT AGRICOLE Branch,"XJG4+5XV, Driouch, Morocco",tl,Neutral,"nan, ’, phone",nan,1.0,2020-01-04 22:13:19
7707,ChIJA-cZokZZpw0RpsM0OyxXibE,Banque Populaire,Banque Populaire Branch,"7942+M9Q, Kenitra, Morocco",en,Positive,"bank, good, agency",counter outside secure evening,3.0,2017-08-25 10:40:29
12819,ChIJp3mVLJ7Spw0RfnvshlisFaM,Banque Populaire,Banque Populaire Branch,"H9QQ+286, Bd Lahcen Ou Ider, Casablanca 20250, Morocco",it,Neutral,"bank, good, agency",disservice,1.0,2021-10-29 14:25:39
4519,ChIJ5wyz-waHow0RXMH95K-Gpy0,Bank of Africa,Bank of Africa Branch,"8JHG+5VQ, Boulevard Mohammed V, Béni Mellal, Morocco",en,Negative,"service, agency, bad",gets crowded wait long time ever staff members hospital job still short staff third employee needs hired counter,3.0,2023-08-02 07:29:49
4521,ChIJ5wyz-waHow0RXMH95K-Gpy0,Bank of Africa,Bank of Africa Branch,"8JHG+5VQ, Boulevard Mohammed V, Béni Mellal, Morocco",no,Neutral,"service, agency, bad",oyyiyiggggkuuihhhhgh jhjljkl kg kk bjkjh utfhfhj tlsrykqsl,5.0,2022-09-19 09:36:39
12294,ChIJpVkDsIsxdA0R_-bpvpAosoo,Banque Populaire,Banque Populaire Branch,"80 Av. Mohamed V, Al Hoceïma, Morocco",en,Positive,"bank, good, agency",recommend bank thieves flee quickly,1.0,2020-02-13 11:46:58
14421,ChIJ1YV5DYrZpg0R48MxAc6NHVs,Banque populaire,Banque populaire Branch,"G9JW+QCV, Rommani, Morocco",en,Negative,"bank, good, agency",poor services previously asked international bank card lied charge international card la gold plus knowing asked cities still ask travel card traveled outside morocco state card work tried call agency’s number many times even try answer phone miserable services recommend anyone,1.0,2022-10-02 19:29:22
2496,ChIJc2XF7NrSpw0Rozs58iDtnBE,Banque Populaire Yacoub El Mansour,Banque Populaire Yacoub El Mansour Branch,"2, Ang. Y.el Mansour & Rue Acacias, El Maarif 20100, Morocco",en,Positive,"nan, ’, phone",always response phone it’s normal sure agency,1.0,2023-01-24 12:04:35
5737,ChIJoa34FLmbnw0RLEIrjk9el_M,Banque Populaire,Banque Populaire Branch,"R5C7+7XM, Sefrou, Morocco",tl,Neutral,"nan, ’, phone",nan,5.0,2021-02-03 20:22:19
16498,ChIJsenSw1WGow0RnC3T5MyN3kg,Banque Populaire BCP,Banque Populaire BCP Branch,"8JMQ+CM4, Boulevard Mohammed V, Béni Mellal, Morocco",en,Positive,"service, agency, bad",two hours waiting collect new atm card since old one expired unacceptable many absences staff side service leaves something desired,1.0,2023-08-17 12:41:23
16499,ChIJsenSw1WGow0RnC3T5MyN3kg,Banque Populaire BCP,Banque Populaire BCP Branch,"8JMQ+CM4, Boulevard Mohammed V, Béni Mellal, Morocco",en,Negative,"bank, good, agency",recommended bank without guidance officer slow services point waiting whole day queues people waiting… one employee duty unfortunate,1.0,2023-10-02 08:29:06
14426,ChIJNxBa2W8Npw0RGO4z-9NXZqw,CIH Bank,CIH Bank Branch,"Bd Al Khansae, Rue Al Ansaria, Témara 12000, Morocco",en,Neutral,"service, agency, bad",service always shut 😔😔,1.0,2023-12-12 08:21:45
14427,ChIJNxBa2W8Npw0RGO4z-9NXZqw,CIH Bank,CIH Bank Branch,"Bd Al Khansae, Rue Al Ansaria, Témara 12000, Morocco",en,Negative,"nan, ’, phone",always wait long enter,3.0,2021-02-21 11:58:06
9247,ChIJYdR-fOUWng0RFyDSkhrr3kQ,banque populaire,banque populaire Branch,"6X6M+4FQ, Taza, Morocco",en,Negative,"service, agency, bad",customers bad mood treat people poorly poor clothing dont stand line brothers go first,1.0,2022-08-03 12:19:42
14428,ChIJNxBa2W8Npw0RGO4z-9NXZqw,CIH Bank,CIH Bank Branch,"Bd Al Khansae, Rue Al Ansaria, Témara 12000, Morocco",en,Neutral,"service, agency, bad",bon service,4.0,2024-04-03 13:31:30
11429,ChIJefdW5ONmpA0RkKo_bElDPdM,Attijariwafa Bank,Attijariwafa Bank Branch,"77XX+558, Souk Sebt Ouled Nemma, Morocco",en,Negative,"bank, good, agency",substandard service answer phone selling illusions lying customers recommend dealing bad bank regarding awlad alnama saturday market agency,1.0,2023-02-23 00:43:13
4522,ChIJ5wyz-waHow0RXMH95K-Gpy0,Bank of Africa,Bank of Africa Branch,"8JHG+5VQ, Boulevard Mohammed V, Béni Mellal, Morocco",en,Neutral,"service, agency, bad",service 🔟🔟,4.0,2023-07-17 10:39:35
4528,ChIJobMrhUrboQ0RGZZboehAcbI,CIH BANK,CIH BANK Branch,"Ahdaf Route De Meknes، Bd Hassan II، أزرو 53100, Morocco",tl,Neutral,"nan, ’, phone",nan,2.0,2024-03-18 02:49:16
4529,ChIJQRJsLFyGow0Ru-BdQ8rEoXY,CIH BANK,CIH BANK Branch,"94-96 Boulevard Mohammed V, Béni Mellal 23020, Morocco",en,Neutral,"nan, ’, phone",clerk distributes bank cards job well,1.0,2023-04-11 17:00:48
4894,ChIJ63hzQy4hrA0RX9HCyk6ce2E,Credit de Maroc - مصرف المغرب,Credit de Maroc - مصرف المغرب Branch,"7QW4+7MJ, Safi, Morocco",en,Negative,"bank, good, agency",bad atms dont work foreign cards,1.0,2022-11-11 11:32:34
4895,ChIJ63hzQy4hrA0RX9HCyk6ce2E,Credit de Maroc - مصرف المغرب,Credit de Maroc - مصرف المغرب Branch,"7QW4+7MJ, Safi, Morocco",en,Neutral,"bank, good, agency",moroccan bank financial services,4.0,2016-11-02 17:44:55
15854,ChIJE1PiQN5GeA0RSt-ze2Jpkcg,Wafacash,Wafacash Branch,"XV3X+63H, Ahfir, Morocco",tl,Neutral,"nan, ’, phone",nan,3.0,2021-10-16 15:59:48
4896,ChIJ63hzQy4hrA0RX9HCyk6ce2E,Credit de Maroc - مصرف المغرب,Credit de Maroc - مصرف المغرب Branch,"7QW4+7MJ, Safi, Morocco",fr,Neutral,"nan, ’, phone",agency crédit de maroc,4.0,2020-10-16 09:50:28
11282,ChIJL_3j-oMwpg0Rg5wgwRHnCvw,Banque Populaire,Banque Populaire Branch,"9CRQ+R4W, Nouaceur, Morocco",en,Negative,"service, agency, bad",want waste time go incompetence levels,1.0,2023-07-20 14:24:06
10612,ChIJFVhZQSl7eA0R2HSsTnXXHME,Guichet Banque Populaire,Guichet Banque Populaire Branch,"M373+CXR, Oujda, Morocco",tl,Neutral,"nan, ’, phone",nan,5.0,2023-03-06 16:21:56
10613,ChIJFVhZQSl7eA0R2HSsTnXXHME,Guichet Banque Populaire,Guichet Banque Populaire Branch,"M373+CXR, Oujda, Morocco",tl,Neutral,"nan, ’, phone",nan,1.0,2018-11-15 14:08:36
10614,ChIJFYhu96NkeA0RxJg3IcombQg,BMCE BANK,BMCE BANK Branch,"Ctre, Oujda, Morocco",en,Negative,"bank, good, agency",🐌 slow service staff using mobile phone working talking abt private life front customers 11 desk 2 working staff coming late break worst bank travel morocco close account multiple deductions without explanation,1.0,2021-11-03 12:13:52
6775,ChIJ0ZoHjdUgrA0Rq2KJbDjiqSQ,CIH Bank,CIH Bank Branch,"28 Av. Mohamed V, Safi 46000, Morocco",en,Positive,"bank, good, agency",people nice dont give enough informations,3.0,2019-03-27 11:44:26
6776,ChIJ0ZoHjdUgrA0Rq2KJbDjiqSQ,CIH Bank,CIH Bank Branch,"28 Av. Mohamed V, Safi 46000, Morocco",en,Positive,"bank, good, agency",good reception,5.0,2021-05-26 14:21:49
6777,ChIJ0ZoHjdUgrA0Rq2KJbDjiqSQ,CIH Bank,CIH Bank Branch,"28 Av. Mohamed V, Safi 46000, Morocco",so,Positive,"bank, good, agency",good,5.0,2023-01-03 11:54:01
10670,ChIJ8WCcPUtjeA0RDu_UwWzr8r0,البريد بنك,البريد بنك Branch,"M4C4+WHJ, Oujda, Morocco",en,Neutral,"service, agency, bad",need development programs accelerate customer service,4.0,2024-07-26 22:53:18
10671,ChIJ8WCcPUtjeA0RDu_UwWzr8r0,البريد بنك,البريد بنك Branch,"M4C4+WHJ, Oujda, Morocco",fr,Positive,"service, agency, bad",love people position friendly lot patience,5.0,2022-11-29 21:33:31
10681,ChIJmfm1h89keA0R-i8LCfjxwfQ,CIH BANK,CIH BANK Branch,"N6, Oujda 60000, Morocco",en,Negative,"service, agency, bad",disappointing experience staff really incompetent avoid dealing customers pretend server strongly recommend avoiding bank,1.0,2024-09-17 09:48:07
10682,ChIJmfm1h89keA0R-i8LCfjxwfQ,CIH BANK,CIH BANK Branch,"N6, Oujda 60000, Morocco",en,Negative,"service, agency, bad",poor service agent takes care bank accounts job seriously,1.0,2024-04-02 12:42:40
5934,ChIJXzohcXENpw0RMRPqUL0KZ_4,Banque Populaire,Banque Populaire Branch,"W3C7+GGH, Bd Al Forkane, Témara, Morocco",en,Negative,"service, agency, bad",people unpleasant agency security agent branch manager sense service respect short never seen rudeness almost nastiness banking services simplest,1.0,2019-08-03 23:05:23
10683,ChIJmfm1h89keA0R-i8LCfjxwfQ,CIH BANK,CIH BANK Branch,"N6, Oujda 60000, Morocco",en,Negative,"service, agency, bad",counter empty time avoid want withdraw money,1.0,2023-08-15 14:24:18
10693,ChIJfZKkDdJ7eA0R25CYmlmm_Ug,Bank of Africa,Bank of Africa Branch,"73 bv hassane 2, Oujda, Morocco",en,Negative,"service, agency, bad",bad agency reception managers always absent,1.0,2021-10-28 11:49:09
15455,ChIJjTeCxU9CCw0R2g2sOCcGM6Q,Attijariwafa bank,Attijariwafa bank Branch,"HJ8Q+GQC, Av. Sebta, Tétouan, Morocco",en,Negative,"service, agency, bad",agency always crowded one operator takes forever something simple transfer bad service rude staffi honestly wanted rate zero thats possible,1.0,2025-05-02 14:29:59
15457,ChIJjTeCxU9CCw0R2g2sOCcGM6Q,Attijariwafa bank,Attijariwafa bank Branch,"HJ8Q+GQC, Av. Sebta, Tétouan, Morocco",en,Negative,"service, agency, bad",narrow uncomfortable internal space long waiting time due existence one cashier,2.0,2023-12-25 01:30:07
15458,ChIJjTeCxU9CCw0R2g2sOCcGM6Q,Attijariwafa bank,Attijariwafa bank Branch,"HJ8Q+GQC, Av. Sebta, Tétouan, Morocco",en,Positive,"bank, good, agency",good services treatment agency small one window,4.0,2023-07-23 15:43:55
15459,ChIJjTeCxU9CCw0R2g2sOCcGM6Q,Attijariwafa bank,Attijariwafa bank Branch,"HJ8Q+GQC, Av. Sebta, Tétouan, Morocco",hr,Positive,"bank, good, agency",good service,4.0,2023-08-11 11:22:00
15460,ChIJ1eB8KC1bCw0RYXwzPWJpBA0,Banque Populaire,Banque Populaire Branch,"JPGF+FC4, Martil, Morocco",en,Negative,"service, agency, bad",horrible manager,1.0,2025-01-31 12:08:51
15461,ChIJ1eB8KC1bCw0RYXwzPWJpBA0,Banque Populaire,Banque Populaire Branch,"JPGF+FC4, Martil, Morocco",en,Negative,"bank, good, agency",806 bank still closed,1.0,2024-08-15 07:06:52
6188,ChIJI5rPPJvSpw0RWmzmda6nDvg,Banque Populaire Sahraoui,Banque Populaire Sahraoui Branch,"H9VJ+M9X, Rue Abderrahman Sahraoui, Casablanca 20320, Morocco",en,Negative,"service, agency, bad",service bad often find problems either network,1.0,2023-05-10 08:57:43
6261,ChIJSXwuIWcupg0Rc5s49V7lr1c,التجاري وفابنك,التجاري وفابنك Branch,"F922+HM3, Bouskoura, Morocco",en,Neutral,"nan, ’, phone",letting people wait middle ramadan shame,1.0,2022-04-18 13:26:20
6269,ChIJSzGNvZUwpg0RtaF6BrG20w0,Agence Banque Populaire,Agence Banque Populaire Branch,"Parc industriel de nouaceur (sapino),, CF42+MV5, Mediouna, Morocco",en,Neutral,"bank, good, agency",located sapino industrial park nouaceur region towards berrechid rn no09,4.0,2017-10-16 08:14:21
14432,ChIJqbffqnEJpw0ReNyErLLghMk,Banque cih,Banque cih Branch,"National Rte 1، Complexe Immobilier، Av.Hassan Ii، Skhirat 12050, Morocco",en,Positive,"nan, ’, phone",exactly,5.0,2017-04-12 09:40:16
14433,ChIJqbffqnEJpw0ReNyErLLghMk,Banque cih,Banque cih Branch,"National Rte 1، Complexe Immobilier، Av.Hassan Ii، Skhirat 12050, Morocco",af,Neutral,"service, agency, bad",answers,1.0,2024-02-23 11:30:28
14434,ChIJqbffqnEJpw0ReNyErLLghMk,Banque cih,Banque cih Branch,"National Rte 1، Complexe Immobilier، Av.Hassan Ii، Skhirat 12050, Morocco",en,Negative,"service, agency, bad",never encountered disappointing service cih skhirat,1.0,2024-12-06 07:52:10
14435,ChIJqbffqnEJpw0ReNyErLLghMk,Banque cih,Banque cih Branch,"National Rte 1، Complexe Immobilier، Av.Hassan Ii، Skhirat 12050, Morocco",en,Negative,"service, agency, bad",hello writing comment let know dissatisfaction service agency located skhirat bank card ready agency get back real battle total anarchy unparalleled disorganization find difficult find morning job able go bank time find waiting long hours outside agency heat like beggar waiting charity disappointed quality service offer customers 2023,1.0,2023-08-23 09:41:39
14436,ChIJQTkQjOhrpw0RQ8iPheburYA,CIH BANK,CIH BANK Branch,"National Rte 1 Res. Dyar 3 Imm. 11، N، 18 Av Mohamed VI، Salé 11000, Morocco",en,Negative,"service, agency, bad",need always wait 2 hours get 5min job done working system enhanced deliver quicker service client bad experience,1.0,2023-09-05 16:50:23
15465,ChIJF6A90XKHCw0R0TE_yTvN_3k,البنك الشعبي,البنك الشعبي Branch,"Q522+QR2, Tangier, Morocco",nl,Negative,"service, agency, bad",worst service ever seen,1.0,2020-06-13 16:08:32
15466,ChIJF6A90XKHCw0R0TE_yTvN_3k,البنك الشعبي,البنك الشعبي Branch,"Q522+QR2, Tangier, Morocco",en,Negative,"service, agency, bad",nothing professional agency worst worst must punish agents disappointing image bp,1.0,2025-02-28 13:09:41
15467,ChIJF6A90XKHCw0R0TE_yTvN_3k,البنك الشعبي,البنك الشعبي Branch,"Q522+QR2, Tangier, Morocco",fr,Neutral,"service, agency, bad",une heure dattente à 11h et 10 personnes après moi devant la porte car lagence ouvre ses portes à 9h30 pendant le ramadan cest gênant,1.0,2025-03-28 11:55:24
15468,ChIJF6A90XKHCw0R0TE_yTvN_3k,البنك الشعبي,البنك الشعبي Branch,"Q522+QR2, Tangier, Morocco",en,Negative,"service, agency, bad",shitty agency counter almost time empty entered agency hour ago connection cashier,1.0,2025-03-12 09:57:44
6599,ChIJG9z-C5Hurw0Recvpx_QphCA,Agence Banque Populaire,Agence Banque Populaire Branch,"JXMM+V72, Bd Abdelkrim Al Khattabi, Marrakech 40000, Morocco",en,Positive,"nan, ’, phone",absence useful information sunday agency normally closed… email send alert,1.0,2025-03-02 19:30:07
15490,ChIJQaZxpqx4DA0RUa-Fc589-2c,Banque Populaire,Banque Populaire Branch,"2 Av. Belgique, Tanger 90000, Morocco",en,Negative,"service, agency, bad",worst service ever customer service appalling ops manager agency manager seems complicate matters rather solve problems avoid looking soon change better accommodating bank,1.0,2024-08-13 08:46:37
15497,ChIJWcZ5x2eHCw0RF6-oHgUsmHo,CIH Bank,CIH Bank Branch,"Av. Moulay Rachid، Residence Golden Beach، Rue du Val Fleuri، Tanger 90060, Morocco",en,Negative,"service, agency, bad",worst service ever security rude unhelpful,1.0,2023-06-07 14:12:54
15498,ChIJUSDAFL2ACw0RWpmCKsSi5lA,Banque Populaire,Banque Populaire Branch,"Q674+952, Tangier 90060, Morocco",en,Negative,"service, agency, bad",worst employees banque populaire gathered never gonna come back,1.0,2021-08-09 14:53:50
10690,ChIJfZKkDdJ7eA0R25CYmlmm_Ug,Bank of Africa,Bank of Africa Branch,"73 bv hassane 2, Oujda, Morocco",en,Positive,"service, agency, bad",agency clean tidy staff absent 😂 showed payment 09272024 1210 pm staff left lunch one replace agent wait finishes break ask question morocco moving forward,2.0,2024-08-27 11:20:45
9262,ChIJOf4ynLAXng0Ra73LqPzIJmw,BMCE,BMCE Branch,"6X5M+HRH, Taza, Morocco",so,Positive,"bank, good, agency",warm bank,4.0,2018-12-01 21:09:08
14441,ChIJf4CAiN00pg0RG3hurlrCi9o,Banque Populaire,Banque Populaire Branch,"GGX6+495, Bd Attaouhid, Titt Mellilen, Morocco",ar,Neutral,"service, agency, bad",ماباغينش يخدمو منلخر سيرفيس زيرو,1.0,2023-03-06 13:32:35
14442,ChIJf4CAiN00pg0RG3hurlrCi9o,Banque Populaire,Banque Populaire Branch,"GGX6+495, Bd Attaouhid, Titt Mellilen, Morocco",en,Positive,"service, agency, bad",really nonsense open account ask come back week,1.0,2022-06-27 15:47:34
12522,ChIJF2aCR-1boA0Rlu6ZN1af_HU,Banque Populaire,Banque Populaire Branch,"VC7M+37Q, Meknes, Morocco",en,Negative,"service, agency, bad",careless service impolite security,1.0,2023-07-09 03:00:40
9639,ChIJJ8ZAasY2pg0RCfuY2jcw1N8,Banque Populaire البنك الشعبي,Banque Populaire البنك الشعبي Branch,"FF3Q+43W, P3034, Mediouna, Morocco",tl,Neutral,"nan, ’, phone",nan,1.0,2025-03-26 10:33:19
10695,ChIJI3HTYjpjeA0RXx0FJ9YB9lQ,التجاري وفا بنك,التجاري وفا بنك Branch,"21 lot el ouafae dhar lamhalla، 21 Bd Allal Al Fassi, Oujda 60000, Morocco",en,Negative,"bank, good, agency",frankly im disappointed 😞 security door unpleasant aggressive things dont concern made complaint really doesnt care moved manipulation account today done,1.0,2022-10-17 10:52:38
10696,ChIJI3HTYjpjeA0RXx0FJ9YB9lQ,التجاري وفا بنك,التجاري وفا بنك Branch,"21 lot el ouafae dhar lamhalla، 21 Bd Allal Al Fassi, Oujda 60000, Morocco",fr,Positive,"service, agency, bad",excellent service development progress,4.0,2017-04-11 19:44:21
